MlsId,MlsName,DateListed,StreetAddress,Price,Desc,Year,Month,Built-In And Free Standing,Built-In BBQ,Built-In Gas,Built-Ins,Cooktop - Gas,Double Oven,Free Standing Gas,Gas,Microwave,Oven,Oven-Gas,Range Hood,RangeOven,Self Cleaning Oven,RoomCount_0,RoomCount_1,RoomCount_2,HalfBathrooms_1,HalfBathrooms_2,HalfBathrooms_3,HalfBathrooms_99,FullBathrooms_1,FullBathrooms_2,FullBathrooms_3,FullBathrooms_4,FullBathrooms_5,FullBathrooms_6,FullBathrooms_7,FullBathrooms_8,Bedrooms_0,Bedrooms_1,Bedrooms_2,Bedrooms_3,Bedrooms_4,Bedrooms_5,Bedrooms_6,Bedrooms_7,Bedrooms_8
16179532,CLAW,2016-11-11 00:00:00,"9378 Wilshire Boulevard, Suite 200",1100000.00,"Amazing white water, ocean view lot in gated community. Very private road. Multi-Million dollar homes on street. Gorgeous coastline Views. Huge up-side for the right buyer. Per Seller - Home may have ",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16179540,CLAW,2016-11-11 00:00:00,"9378 Wilshire Boulevard, Suite 200",1650000.00,"New Construction Point Dume Rental with coveted Beach Rights available immediately. This amazing, designer perfect, super private/secure home comes fully furnished and is available immediately. Book m",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316010501,ITECH,2016-11-11 00:00:00,964 Foothill Boulevard,1150000.00,"<p>Location, location, location! Fabulous loft w over 1200 square ft of living space. This loft has top quality brand name fixtures &amp; appliances, w careful attention paid to quality, detailing &am",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16178966,CLAW,2016-11-11 00:00:00,1730 Ocean Park Blvd,1795000.00,"Exquisitely renovated multilevel mid century town home 2 + 2.5 end unit with bonus office/nursery. Open floor plan. Spacious kitchen with stainless steel sink, oven and dishwasher. Cozy secluded patio",2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16179108,CLAW,2016-11-10 00:00:00,"11726 San Vicente Blvd, Suite 350",1749000.00,"Set to awe-inspiring ocean views and soaring sandstone mountain peaks, this striking home, built by world-renowned Architect Ed Niles, affords the rare opportunity to live within the majesty of nature",2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16174844,CLAW,2016-11-10 00:00:00,"11726 San Vicente Blvd, Suite 350",3295000.00,"From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence featuring 2,400 square feet of vibrantly-",2016,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
316010426,ITECH,2016-11-10 00:00:00,964 Foothill Boulevard,650000.00,"<p>This Chic Cape Cod home with guest house is located on the sand with a private grassy yard, open terrace, built-in spa, barbeque area, fire pit and access to beach. Wonderful accommodations for gue",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316010451,ITECH,2016-11-09 00:00:00,"9378 Wilshire Boulevard, Suite 200",2175000.00,<p>Extraordinarily beautiful pastoral acreage with amazing ocean and Catalina views. It is rare to find this much useable land in the Santa Monica mountains in a setting that only Encinal Canyon can p,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16178870,CLAW,2016-11-09 00:00:00,"9378 Wilshire Boulevard, Suite 200",6495.00,This 1913 Craftsman is situated in the highly sought after Bungalow Heaven district. The home evokes the soul of vintage craftsman with thoughtful upgrades for modern living.The living room has a fire,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16178498,CLAW,2016-11-08 00:00:00,"23410 Civic Center Way, C1",30000.00,"Embodying the relaxed casual elegance and privacy of a European-style compound, this exquisitely designed contemporary home on a tree-lined Venice street is the realization of every coastal California",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316010376,ITECH,2016-11-07 00:00:00,"9378 Wilshire Boulevard, Suite 200",5000.00,"ALARM IS ON.Two-story Victorian home with an inviting wraparound porch and lots of character throughout and many nice upgrades including copper plumbing, updated electrical and central air. Large livi",2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16178144,CLAW,2016-11-07 00:00:00,"9378 Wilshire Boulevard, Suite 200",395000.00,"Bring your Developers! This property is perfect for a Small Lot Subdivision. Build 10 Units by Right. The site is made up of two full lots and a bit more for a total of over 16,000 square feet. With t",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316010316,ITECH,2016-11-05 06:16:15,"9378 Wilshire Boulevard, Suite 200",540000.00,"Nestled on a breathtaking secluded lot in the esteemed Vista De Oro neighborhood, this completely re-imagined mid-century home marries pristine contemporary features with luxury amenities that wash aw",2016,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16177590,CLAW,2016-11-04 00:00:00,"9378 Wilshire Boulevard, Suite 200",1565000.00,"2+2 beautifully updated condo, located on the back of the complex and overlooking the park-like wooded area owned by the VA. This is a very idyllic and tranquil location that is convenient to everythi",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16177272,CLAW,2016-11-04 00:00:00,"9378 Wilshire Boulevard, Suite 200",1999000.00,"One of a kind 2 bedroom, 2 bath modern penthouse with loft plus ocean views. This New York style Penthouse has high ceilings, lots of natural light, and a sunken living room with fireplace! The open f",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16177234,CLAW,2016-11-04 00:00:00,"9378 Wilshire Boulevard, Suite 200",2649000.00,A prime flat ~1.5 acre lot w/ a unique use of modern finishes & innovative design by Vitus Matare. This private gated single story marvel is adorned w/ mature trees ranging from avocados to evergreens,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16177260,CLAW,2016-11-04 00:00:00,"9378 Wilshire Boulevard, Suite 200",2750000.00,"Rising tall over a rare stretch of soft sand in Marina Del Rey, this epic Lorcan O'Herlihy-designed two level penthouse offers nearly 800 square feet of outdoor terrace including a rooftop lounge evoc",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316010261,ITECH,2016-11-03 07:20:11,"9378 Wilshire Boulevard, Suite 200",608000.00,"5042 Indianola Way is a one of a kind property, located on a desirable cul-de-sac in La Canada Flintridge, close to Paradise Canyon Elementary and town. This handsome single story traditional home fea",2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16177332,CLAW,2016-11-03 00:00:00,1333 Montana Ave,650000.00,"Impeccably updated Spanish Modern in the heart of Venice Beach. A tall secluded hedge welcomes you to the grassy front yard and porch. A wide-open floor plan, live edge center island and large grassy ",2016,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16177116,CLAW,2016-11-03 00:00:00,594 E. Colorado Boulevard,1368000.00,"Come away to this enchanting cottage in an idyllic, creekside setting to escape the city hustle and relax. Verdant green lawns surround you as you stroll up the stone path to this two bedroom, two bat",2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16177368,CLAW,2016-11-03 00:00:00,"11726 San Vicente Blvd, Suite 350",1285000.00,"Don't miss this impressive 2,510sqft traditional located on a corner lot in Sunset Park. Perched up on top of the hill, this home has great views from the second level master suite. There are three ad",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316010267,ITECH,2016-11-03 00:00:00,964 Foothill Boulevard,150000.00,Located in the prestigious and desirable Franciscan Woods. This tri-level townhouse is exceptional in every aspect. The newly built front deck is ideal for relaxing and entertaining with amazing views,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16172836,CLAW,2016-11-03 00:00:00,"9378 Wilshire Boulevard, Suite 200",5985000.00,"Stunning beach front property! This remodeled home nestled in the Encinal Bluffs, sits right above the sand on a quiet beach cove. This quintessential Tuscan home features authentic finishes of reclai",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16171784,CLAW,2016-11-03 00:00:00,"11726 San Vicente Blvd, Suite 350",969000.00,"Eco Chic Living in the heart of Venice! 2,400sq feet single family house on three levels built in 2008. 3 bedrooms, 3.5 baths.Lofty architectural living w volume, light & space. High ceilings, multipl",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316010241,ITECH,2016-11-02 11:55:26,"9378 Wilshire Boulevard, Suite 200",2485000.00,Beautiful Hillcrest home for sale with 4 bedrooms (1 downstairs) and 3 baths. Upon entering you will be greeted with a beautiful living room with high ceilings along with dining area. Enjoy entertaini,2016,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
316009971,ITECH,2016-11-02 00:00:00,"9378 Wilshire Boulevard, Suite 200",3000.00,"Fantastic three bedroom townhome located in Cal Ritz-Park complex across from Singer Park. Conveniently located close to Old Town, Rose Parade route, Huntington Hospital. This unit is bright and light",2016,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16174184,CLAW,2016-11-02 00:00:00,594 E. Colorado Boulevard,768000.00,"Elegant contemporary two bedroom condo at the much sought after Metro in Playa Vista. Located on the 3rd floor, this unit has been impeccably maintained and was recently upgraded. Step into the formal",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316010138,ITECH,2016-11-01 00:00:00,"9378 Wilshire Boulevard, Suite 200",1998000.00,A dramatic backdrop of the San Gabriel Mountains and mature scenery frames the magnificent setting for this superb Mediterranean revival located in Altadena's premier estate area. Home to a celebrity ,2016,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16176498,CLAW,2016-11-01 00:00:00,"11726 San Vicente Blvd, Suite 350",3550.00,"This two bedroom residence located in Downtown L.A.'s landmark Eastern Columbia Building has been completely reimagined by designer/architect Andrea Keller, drawing its design inspiration from Havana,",2016,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16175946,CLAW,2016-10-31 00:00:00,"9378 Wilshire Boulevard, Suite 200",899000.00,"Sensational home in the coveted Vets Park neighborhood. A true move-in ready, opportunity. Meticulously maintained. Features include, oak flooring, large master suite, bright kitchen with breakfast no",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316010184,ITECH,2016-10-31 00:00:00,964 Foothill Boulevard,3950.00,"Beautiful one owner home in prime Montecito Park location. This single story residence features 4 bedrooms, 2.5 baths. New wood flooring throughout most of the house. Spacious master suite with ample ",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16175522,CLAW,2016-10-29 00:00:00,1730 Ocean Park Blvd,799000.00,"From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 1 bedroom/2 bath residence sitting atop the landmark Eastern Columbi",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16167486,CLAW,2016-10-29 00:00:00,1730 Ocean Park Blvd,7750.00,Come embrace a skillful blend of elements that gives this romantic Mediterranean energy and joy. Tour the thoughtful floorpan that will impress. Many incredible features & fine details make it unique.,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16175808,CLAW,2016-10-28 00:00:00,1333 Montana Ave,3195000.00,Impeccable home!!! Tons of upgrades!!! Remodeled kitchen with stainless steel appliances and granite counter tops. 2-car attached garage. Zoning is possible for backyard expansion. Lots of possibiliti,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316010117,ITECH,2016-10-28 00:00:00,"9378 Wilshire Boulevard, Suite 200",1699000.00,"Wonderful traditional 3 bedrooms, 2 bathrooms home located in Altadena. Granite counter-tops in the kitchen and baths, newer cabinets throughout. Light and bright living room with fireplace, formal di",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
316010077,ITECH,2016-10-27 12:33:34,964 Foothill Boulevard,1895000.00,"Set against the backdrop of the majestic San Gabriel Mountains, this beautiful single-level Spainsh home rests behind the gates of La Vina in Altadena. Enter through the lush courtyard to the front do",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16174878,CLAW,2016-10-27 00:00:00,"9378 Wilshire Boulevard, Suite 200",7995000.00,"From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence situated within Los Angeles's most archit",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
316010040,ITECH,2016-10-26 00:00:00,"9378 Wilshire Boulevard, Suite 200",899000.00,"Charming, updated (approx 4 years ago) Spanish-style single family framed by lovely landscaping. Truly move-in ready. Centrally located, close to shopping, with easy freeway access. The remodeled kitc",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16174642,CLAW,2016-10-26 00:00:00,"11726 San Vicente Blvd, Suite 350",2079000.00,"Extensively Remodeled Units for Lease in prime and hip WeHo! Modern designer finishes include French Oak laminate wood flooring throughout, a kitchen complete with stainless steel appliances, Caesarst",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16174500,CLAW,2016-10-25 00:00:00,"11726 San Vicente Blvd, Suite 350",7350000.00,"Beautifully renovated character Spanish Bungalow in amazing Melrose Village (90036) location. Living room w/ barreled ceilings, formal dining room, newer hardwood floors, wood burning fireplace, newer",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316010002,ITECH,2016-10-25 00:00:00,964 Foothill Boulevard,899000.00,Great Opportunity! Buyer needs to check with City of Glendale and LA County Flood Control for possible specific uses of this property. Plans drawn in 2005 are available for viewing.,2016,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16174714,CLAW,2016-10-25 00:00:00,"23410 Civic Center Way, C1",16000.00,"Beautiful Four Bedroom + Studio home. Located on a Corner Lot. Warm & inviting spacious living room filled w/ character touches such as peg & groove hardwood floors, wood beam ceiling and decorative f",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16174228,CLAW,2016-10-24 00:00:00,"23410 Civic Center Way, C1",1995000.00,"Charming original Spanish style 3 bedroom + 1.75 bath single level home. Approximately 2,266 sq ft on a 50~150 lot with pool and converted garage. Tons of natural light, hardwood floors and original d",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16173864,CLAW,2016-10-24 00:00:00,"11726 San Vicente Blvd, Suite 350",1195000.00,"Elegantly situated in the heart of Beverly Hills sits this 2 story Mediterranean home w/ architectural details, 5 bdrms, 6 ~ bas & an inviting GH w/ add'l bedrm & bath. Enter thru the dramatic 2 story",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16172810,CLAW,2016-10-24 00:00:00,"9378 Wilshire Boulevard, Suite 200",4495000.00,"As part of Santa Monica's historically exclusive Gold Coast, where Hollywood's elite first converged to claim a beachfront oasis to call their own, this John Byers-designed Spanish Colonial Revival el",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
316009913,ITECH,2016-10-21 00:00:00,"9378 Wilshire Boulevard, Suite 200",598000.00,"Located in the desirable city of San Marino, near the prestigious Huntington Library, perched up and set back from the street, is this 4 bedrooms 4 baths whimsical traditional. It has been extensively",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16173754,CLAW,2016-10-21 00:00:00,1333 Montana Ave,2049000.00,"Located in a highly desirable Brentwood location, this delightful Traditional home is filled with charm and character. Flooded with natural light, this home boasts three en-suite bedrooms upstairs, in",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16172958,CLAW,2016-10-21 00:00:00,1333 Montana Ave,2595000.00,"Adorable renovated Country English cottage with hardwood floors, two bedrooms, two renovated baths and tons of natural light. Master suite with renovated spa bath with vaulted ceilings and skylight. U",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16173746,CLAW,2016-10-21 00:00:00,"9378 Wilshire Boulevard, Suite 200",2894000.00,"Panoramic ocean views from this stunning, modern architectural home designed to perfection! Gorgeous open floor plan with high ceilings and skylights. The grand living room features walls of glass wit",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16173736,CLAW,2016-10-21 00:00:00,"9378 Wilshire Boulevard, Suite 200",3995.00,"Spectacular 3 bed/3 bath + loft townhome located in the heart of Silicon Beach, Just one block from Main Street, and three blocks from the beach! This FAIA Award winning Michael Folonis creation has a",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16173190,CLAW,2016-10-20 00:00:00,"9378 Wilshire Boulevard, Suite 200",1295000.00,"You immediately feel at home when you step into this luxurious 2 bedrooms and 2.5 bath condominium with an open floor plan and designer finishes. The living quarters features bamboo floors, crown mold",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16173320,CLAW,2016-10-20 00:00:00,"23410 Civic Center Way, C1",35000.00,Step into this beautifully designed home located at the end of a cul-de-sac nestled in the hills of Malibu. This peaceful and private oasis is tucked behind a walled courtyard entry and gated driveway,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16173212,CLAW,2016-10-20 00:00:00,1333 Montana Ave,9250000.00,"Come discover an enchanting brick cottage in the heart of Highland Park. Once you step under the bougainvillea onto the flagstone porch, you'll be smitten. 4746 Toland Way was designed by LA architect",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16173052,CLAW,2016-10-20 00:00:00,"9378 Wilshire Boulevard, Suite 200",1495000.00,"Romantic Spanish Hacienda hidden behind a tall privacy hedge. A true retreat full of old-world charm. 2 bedrooms, 2.5 baths plus a converted garage with office, den and ~ bath. Filled with natural lig",2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16173342,CLAW,2016-10-20 00:00:00,"23410 Civic Center Way, C1",35000.00,"Truly a rare opportunity in Brentwood Park, minutes to the Country Mart, this charming Traditional has great scale and flow -- both indoors and out -- and is ideally suited for gracious living and ent",2016,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
